jmdict_id	sense	headword	reading	pos	en	bg
1588730	0	選ぶ	えらぶ	v5b,vt	to choose | to select | to pick (out)	избирам
1589320	0	思い	おもい	n	thought	мисъл
1589320	1	思い	おもい	n	imagination | mind | heart	въображение | душа
1589320	2	思い	おもい	n	desire | wish | hope | expectation	желание | надежда
1589320	3	思い	おもい	n,suf	love | affection	любов | чувство
1589320	4	思い	おもい	n	feelings | emotion | sentiment | experience	чувства | емоция
1589350	0	思う	おもう	v5u,vt	to think | to consider | to believe | to reckon	мисля | смятам
1589350	1	思う	おもう	v5u,vt	to think (of doing) | to plan (to do)	възнамерявам | планирам
1589350	2	思う	おもう	v5u,vt	to judge | to assess | to regard	преценявам | считам
1589350	3	思う	おもう	v5u,vt	to imagine | to suppose | to dream	въобразявам си | предполагам
1589350	4	思う	おもう	v5u,vt	to expect | to look forward to	очаквам | предвкусвам
1589350	5	思う	おもう	v5u,vt	to feel | to be (in a state of mind) | to desire | to want	чувствам | изпитвам желание
1589350	6	思う	おもう	v5u,vt	to care (deeply) for | to yearn for | to worry about | to love	обичам | копнея за | тревожа се за
1589350	7	思う	おもう	v5u,vt	to recall | to remember	спомням си | припомням си
1589660	0	会館	かいかん	n	meeting hall | assembly hall	зала за събрания | сграда за събрания
1595610	0	少なくとも	すくなくとも	adv	at least	поне | най-малко
1596370	0	相互	そうご	n,adj-no	mutual | reciprocal	взаимен | обоюден
1596930	0	確か	たしか	adj-na	sure | certain | positive | definite	сигурен | уверен
1596930	1	確か	たしか	adj-na	reliable | trustworthy | safe | sound | firm | accurate | correct | exact	надежден | точен
1596930	2	確か	たしか	adv	If I'm not mistaken | If I remember correctly | If I remember rightly	доколкото си спомням | ако не се лъжа
1598350	0	手続き	てつづき	n	procedure | process | proceedings | formalities	процедура | формалности
1598780	0	取っ手	とって	n	handle | grip | knob	дръжка | ръкохватка
1599290	0	同盟	どうめい	n,vs,vi	alliance | union | league	съюз | алианс
1600240	0	年齢	ねんれい	n	age | years	възраст
1603240	0	編集	へんしゅう	n,vs,vt	editing | compilation	редактиране | съставяне
1603990	0	町	まち	n	town | block | neighbourhood | neighborhood	град | квартал
1603990	1	町	まち	n	downtown | main street	централна част на града | главна улица
1603990	2	町	まち	n	street | road	улица
1606150	0	世論	よろん	n	public opinion | popular voice | public sentiment | consensus	обществено мнение
1607050	0	我々	われわれ	pn	we	ние
1610370	0	通産省	つうさんしょう	n	Ministry of International Trade and Industry (1949-2001) | MITI	Министерство на външната търговия и промишлеността
1613860	0	回戦	かいせん	n-suf	event with ... rounds, innings, legs, etc.	кръг в състезание
1613860	1	回戦	かいせん	n-suf	nth-round match (in a knockout tournament)	мач от кръг на елиминационен турнир
1628770	0	公明党	こうめいとう	n	Komeito (Japanese political party)	Комейто (японска политическа партия)
1656380	0	２００	にひゃく	num	200 | two hundred	двеста
1657590	0	今季	こんき	n,adv	this season	този сезон
1824040	0	６０	ろくじゅう	num	sixty | 60	шестдесет
1900970	0	残った分	のこったぶん	exp,n	amount left over | remaining portion	остатък | оставащо количество
1911080	0	民社党	みんしゃとう	n	Democratic Socialist Party	Демократическа социалистическа партия
1952580	0	小選挙区	しょうせんきょく	n	small electoral district | single-member constituency	малък избирателен район | едномандатна избирателна единица
1956040	0	義	ぎ	n,adj-no	morality | righteousness | justice | honour (honor)	морал | справедливост | чест
1956040	1	義	ぎ	n,adj-no	meaning	значение | смисъл
1956040	2	義	ぎ	n,adj-no	teachings | doctrine	учение | доктрина
1956040	3	義	ぎ	n,n-pref	nonconsanguineous relationship (i.e. of in-laws)	доведен- | по сватовство
1956040	4	義	ぎ	n,n-pref	prosthesis	протезен | изкуствен
1957060	0	理	り	n	reason | principle | logic	разум | логика | принцип
1957060	1	理	り	n	general principle (as opposed to individual concrete phenomenon)	общ принцип
1957060	2	理	り	n	the underlying principles of the cosmos (in neo-Confucianism)	принцип на мирозданието (неоконфуцианство)?
2834885	0	夕	ゆう	n,adv	evening	вечер
1153340	0	圧力	あつりょく	n	pressure	налягане
1153340	1	圧力	あつりょく	n	pressure (e.g. political) | arm-twisting	натиск | принуда
1155150	0	以前	いぜん	n-suf	before | prior to | ago	преди
1155150	1	以前	いぜん	n,adv	the past | before | previously | former times	миналото | някога | по-рано
1156900	0	慰安	いあん	n,vs,vt	solace | relaxation	утеха | отмора
1157330	0	為替	かわせ	n	money order | draft	паричен превод | менителница
1157330	1	為替	かわせ	n	exchange (e.g. foreign)	обмен на валута | курс
1159420	0	遺族	いぞく	n	bereaved family | surviving family | family of the deceased	опечалено семейство | близки на починалия
1159430	0	遺体	いたい	n	(dead) body | corpse | remains	труп | тяло на починал
1161190	0	一億	いちおく	n	100,000,000 | one hundred million | 10^8	сто милиона
1161310	0	一回	いっかい	n,adv	once | one time | one round | one game | one bout | one heat | one inning	веднъж | един път | един кръг | една игра
1161720	0	一気	いっき	n	one breath	една глътка въздух | един дъх
1161720	1	一気	いっき	int	chug! | drink!	гаврътни! | пий на екс!
1164340	0	一層	いっそう	adv	even more | still more | all the more | more than ever	още повече | толкова повече
1164340	1	一層	いっそう	n	one layer	един слой
1164340	2	一層	いっそう	n	lowest floor (of a building)	приземен етаж | най-долен етаж (на сграда)
1164340	3	一層	いっそう	adv	rather | sooner | preferably	по-скоро | за предпочитане
1164950	0	一定	いってい	vs,vt,vi	to fix | to settle | to standardize | to regularize	фиксиране | уточняване | стандартизиране | регламентиране
1164950	1	一定	いってい	adj-no	constant | definite | uniform | defined | certain | prescribed	постоянен | определен | еднакъв | сигурен
1166600	0	一本	いっぽん	n	one long cylindrical thing | one film, TV show, etc. | one goal, home run, etc. | one telephone call	едно цилиндрично нещо | един филм, предаване и др. | един гол, хоумрън и др. | едно телефонно обаждане
1166600	1	一本	いっぽん	n	one version	една версия
1166600	2	一本	いっぽん	n	one book | a certain book	една книга | определена книга
1166600	3	一本	いっぽん	n	ippon | one point | a blow	ипон | една точка | удар
1166600	4	一本	いっぽん	n	geisha	гейша
1166600	5	一本	いっぽん	n-suf	single-minded focus on ...	изцяло посветен на...
1167450	0	一連	いちれん	n,adj-no	series | chain | sequence	поредица | верига | последователност
1167450	1	一連	いちれん	n	two reams (i.e. 1000 sheets of paper)	два топа хартия (1000 листа)
1167450	2	一連	いちれん	n	verse | stanza	стих | строфа
1168390	0	印象	いんしょう	n	impression	впечатление
1168830	0	引き下げ	ひきさげ	n	reduction | cut	намаление | съкращение
1173050	0	運輸	うんゆ	n	transportation	транспорт | превоз
1173060	0	運輸省	うんゆしょう	n	Ministry of Transport	Министерство на транспорта
1173090	0	運用	うんよう	n,vs,vt	making use of | application | practical use | effective management (e.g. of funds)	използване | приложение | практическо приложение | управление (напр. на средства)
1173090	1	運用	うんよう	n,vs,vt	operation (esp. of a boat) | steering	управление (напр. на кораб) | кормуване
1176950	0	演出	えんしゅつ	n,vs,vt	direction (of a play, film, etc.) | production	режисура | постановка
1176950	1	演出	えんしゅつ	n,vs,vt	organization (of an event) | arrangement | staging (for effect) | orchestration	организация (на събитие) | аранжимент | постановъчен ефект
1179010	0	汚職	おしょく	n,vs,vi	corruption (esp. by a government employee) | bribery | graft	корупция | подкупничество
1179040	0	汚染	おせん	n,vs,vt,vi	pollution | contamination	замърсяване
1179840	0	応援	おうえん	n,vs,vt	aid | assistance | help | support | reinforcement	помощ | съдействие | подкрепа
1179840	1	応援	おうえん	n,vs,vt	cheering | rooting (for) | support	насърчаване с викове | болеене (за отбор) | поддръжка
1180030	0	応募	おうぼ	n,vs,vt,vi	application | subscription | entry (competition, raffle, etc.) | enlistment	кандидатстване | записване | участие (в конкурс, томбола и др.)
1180570	0	横	よこ	n	horizontal (as opposed to vertical)	хоризонтал | хоризонтално положение
1180570	1	横	よこ	n	side-to-side (as opposed to front-to-back) | width | breadth	ширина | напречна посока
1180570	2	横	よこ	n	side (of a box, etc.)	страна (на кутия и др.)
1180570	3	横	よこ	n	beside | aside | next to	до | отстрани | наблизо
1180570	4	横	よこ	n	unconnected	несвързан | странично
1184510	0	下院	かいん	n	lower house | lower legislative chamber	долна камара
1185170	0	下車	げしゃ	n,vs,vi	alighting (from a train, bus, etc.) | getting off | getting out (of a car)	слизане (от влак, автобус и др.)
1188270	0	何か	なにか	pn	something | some | any	нещо
1188270	1	何か	なにか	adv	somehow | for some reason	някак | по някаква причина
1188270	2	何か	なにか	int	(so) what (are you trying to say)? | what (do you mean)?	какво? | какво искаш да кажеш?
1188490	0	何も	なにも	exp	(not) anything | (nothing) at all | (not) any | nothing	нищо
1188490	1	何も	なにも	exp	and everything else | and all	и всичко останало
1188490	2	何も	なにも	exp	(not) at all | (not) in the least | (not) especially | (not) to that extent	никак | изобщо не
1189170	0	何度	なんど	n,adv	how many times	колко пъти
1189170	1	何度	なんど	n	how many degrees (temperature, angle, etc.)	колко градуса
1189600	0	価値	かち	n	value | worth | merit	стойност | ценност | заслуга
1193290	0	歌手	かしゅ	n	singer	певец
1195790	0	課税	かぜい	n,vs,vi	taxation	данъчно облагане
1196270	0	過程	かてい	n	process | course | mechanism	процес | ход | механизъм
1198110	0	介入	かいにゅう	n,vs,vi	intervention	намеса | интервенция
1199030	0	解除	かいじょ	n,vs,vt	termination (of a contract) | cancellation | rescinding | rescission	прекратяване (на договор) | анулиране
1199030	1	解除	かいじょ	n,vs,vt	lifting (of a ban, sanctions, etc.) | removal | release (from obligations) | cancellation (of a warning, alert, etc.) | calling off (e.g. a strike) | releasing (a lock)	премахване (на забрана, санкции и др.) | отмяна | освобождаване (от задължения) | отключване
1199250	0	解放	かいほう	n,vs,vt	release | unleashing | liberation | emancipation | setting free	освобождение | еманципация
1199250	1	解放	かいほう	n,vs,vt	deallocation (of computer memory)	освобождаване (на компютърна памет)
1199290	0	解明	かいめい	n,vs,vt	elucidation | explication | explaining | unravelling | clarification | understanding	изясняване | разкриване | изучаване
1202300	0	絵画	かいが	n	painting | picture	картина | живопис
1202960	0	開幕	かいまく	n,vs,vt,vi	raising the curtain	вдигане на завесата
1202960	1	開幕	かいまく	n,vs,vt,vi	opening (of an event) | start | beginning	откриване (на събитие) | начало
1204130	0	外務	がいむ	n	foreign affairs	външни работи
1205340	0	格差	かくさ	n	qualitative difference | disparity | gap	разлика | неравенство | пропаст
1205900	0	確認	かくにん	n,vs,vt	confirmation | verification | validation | review | check | affirmation | identification	потвърждение | проверка | удостоверяване
1206570	0	学園	がくえん	n	educational institution | school | academy | campus	учебно заведение | училище | академия | кампус
1206800	0	学者	がくしゃ	n	scholar | academic | scientist	учен | академик
1206800	1	学者	がくしゃ	n	learned person | person of learning	образован човек | начетен човек
1206820	0	学習	がくしゅう	n,vs,vt	learning | study	учене | изучаване
1207500	0	額	がく	n	(picture) frame | framed picture	рамка (за картина) | картина в рамка
1207500	1	額	がく	n,n-suf	amount (esp. of money) | sum	сума | количество
1208410	0	活発	かっぱつ	adj-na,n	lively | active | vigorous | animated | brisk	жив | активен | енергичен | оживен
1208920	0	株	かぶ	n,ctr	stock | share	акция | дял
1208920	1	株	かぶ	n	stump	дънер (на отсечено дърво)
1208920	2	株	かぶ	n,ctr	(clump of) roots | plant with attached roots or stem	корен (с прикрепено стъбло)
1208920	3	株	かぶ	n,ctr	strain (of bacteria, etc.)	щам (на бактерия и др.)
1208920	4	株	かぶ	n	stock company | corporation | kabushiki kaisha | KK	акционерно дружество
1208920	5	株	かぶ	n,n-suf	goodwill (of a business) | privilege (that comes with a role)	репутация (на бизнес) | привилегия (свързана с длъжност)
1208920	6	株	かぶ	n,n-suf	reputation | standing | popularity	репутация | положение | популярност
1208920	7	株	かぶ	n	one's forte	силна страна | коронен номер
1209010	0	株主	かぶぬし	n	shareholder | stockholder	акционер
1212330	0	感覚	かんかく	n,vs,vt	sense | sensation | feeling | intuition	усещане | сетиво | чувство | интуиция
1212470	0	感染	かんせん	n,vs,vi	infection | contagion | becoming infected	инфекция | зараза | заразяване
1212470	1	感染	かんせん	n,vs,vi	being infected (e.g. with harmful ideas) | being influenced (by)	повлияване (напр. от вредни идеи) | заразяване (с идеи)
1213310	0	環境庁	かんきょうちょう	n	Environment Agency	Агенция по околна среда
1219170	0	基盤	きばん	n	base | basis | foundation | footing | infrastructure	основа | база | инфраструктура
1219170	1	基盤	きばん	n	bedrock	скална основа
1219170	2	基盤	きばん	n	platform	платформа
1219260	0	基本的	きほんてき	adj-na	fundamental | basic	основен | фундаментален
1220560	0	期限	きげん	n	term | period | time frame	срок | период
1220560	1	期限	きげん	n	time limit | deadline | cutoff (date)	краен срок | срок за изпълнение
1220810	0	機械	きかい	n	machine | mechanism	машина | механизъм
1220810	1	機械	きかい	n	instrument | appliance | apparatus	уред | апарат
1220900	0	機器	きき	n	device | equipment | machinery | apparatus	устройство | оборудване | апаратура
1221330	0	帰国	きこく	n,vs,vi	return to one's country	завръщане в родината
1221330	1	帰国	きこく	n,vs,vi	return to one's hometown	завръщане в родния град
1222590	0	気分	きぶん	n	feeling | mood	настроение | чувство
1223060	0	規定	きてい	n,vs,vt	stipulation | prescription | provision | regulation | rule	разпоредба | правило | регламент
1223060	1	規定	きてい	n	normal (unit of normality)	нормалност (мерна единица за концентрация)
1223060	2	規定	きてい	n	compulsory exercise (in gymnastics) | compulsory routine | compulsory dance (figure skating) | (a) compulsory	задължително упражнение (гимнастика, фигурно пързаляне)
1223840	0	起訴	きそ	n,vs,vt	prosecution | indictment	обвинение | съдебно преследване
1225900	0	義務	ぎむ	n	duty | obligation | responsibility	дълг | задължение | отговорност
1227170	0	逆転	ぎゃくてん	n,vs,vt,vi	reversal (of a situation) | turnaround | turnabout | turning the tables | sudden change | comeback	обрат | внезапна промяна | камбек
1227170	1	逆転	ぎゃくてん	n,vs,vt,vi	reversal (of direction of rotation)	обръщане на посоката на въртене
1228560	0	急	きゅう	adj-na	sudden | abrupt | unexpected	внезапен | неочакван
1228560	1	急	きゅう	adj-na	urgent | pressing	спешен | неотложен
1228560	2	急	きゅう	adj-na	steep | sharp | precipitous	стръмен
1228560	3	急	きゅう	adj-na	rapid | swift | fast	бърз | стремителен
1228560	4	急	きゅう	n	emergency | crisis | danger	спешен случай | криза | опасност
1228560	5	急	きゅう	n	urgency | hurrying | haste	спешност | бързане
1228560	6	急	きゅう	n	(in gagaku or noh) end of a song	край на песен (в гагаку или но)
1228890	0	急速	きゅうそく	adj-na,n	rapid (e.g. progress)	бърз | стремителен
1229070	0	救援	きゅうえん	n,vs,vt	relief | rescue	спасяване | помощ
1232090	0	巨人	きょじん	n	giant | great man	великан | гигант
1232090	1	巨人	きょじん	n	Tokyo Giants (baseball team)	Токио Джайънтс (бейзболен отбор)
1232410	0	拒否	きょひ	n,vs,vt	refusal | rejection | denial | veto	отказ | отхвърляне | вето
1232440	0	拠点	きょてん	n	base (of operations) | site | location | center | foothold | stronghold | (strategic) position	база | опорна точка | център
1232880	0	許可	きょか	n,vs,vt	permission | approval | authorization | license	разрешение | одобрение | лиценз
1232920	0	距離	きょり	n	distance | range | interval	разстояние | дистанция
1232920	1	距離	きょり	n	difference (e.g. in opinion) | gap | distance	разлика (напр. в мнение) | пропаст
1232920	2	距離	きょり	n	metric	метрика
1233320	0	京	きょう	n	imperial capital (esp. Kyoto)	императорска столица (обикн. Киото)
1233320	1	京	きょう	n	final word of an iroha poem	последна дума на поемата ироха?
1233320	2	京	きょう	num	10^16 | 10,000,000,000,000,000 | ten quadrillion	10^16 (десет квадрилиона)
1233630	0	供給	きょうきゅう	n,vs,vt	supply | provision | service	доставка | снабдяване
1233630	1	供給	きょうきゅう	n	supply	запас | наличност
1235700	0	協調	きょうちょう	n,vs,vi	cooperation | conciliation | harmony | coordination	сътрудничество | съгласуваност | хармония
1236350	0	強制	きょうせい	n,vs,vt	compulsion | coercion | forcing (to do) | enforcement	принуда | насилие | прилагане на сила
1237150	0	教室	きょうしつ	n	classroom | lecture room	класна стая | лекционна зала
1237150	1	教室	きょうしつ	n	department (in a university)	катедра (в университет)
1237150	2	教室	きょうしつ	n	class | lessons | course	курс | занятия
1237150	3	教室	きょうしつ	n	school (for a particular discipline) | teaching establishment	школа (за определена дисциплина)
1237290	0	教徒	きょうと	n	believer | adherent	вярващ | последовател
1239460	0	業績	ぎょうせき	n	achievement | performance | results | work | contribution	постижение | резултати | принос
1239700	0	曲	きょく	n,n-suf	composition | piece of music | song | track (on a record)	музикална творба | песен
1239700	1	曲	きょく	n	tune | melody | air	мелодия | мотив
1239700	2	曲	きょく	n	enjoyment | fun | interest | pleasure	удоволствие | забавление | интерес
1241070	0	勤務	きんむ	n,vs,vi	service | duty | work	служба | работа
1241880	0	緊張	きんちょう	n,vs,vi	tension | strain | nervousness | stress	напрежение | нервност | стрес
1241880	1	緊張	きんちょう	n,vs,vi	tensions (between countries, groups, etc.)	напрежение (между държави, групи и др.)
1241880	2	緊張	きんちょう	n	tonus | muscle tone	мускулен тонус
1242420	0	近代	きんだい	n	present day | modern times | recent times	съвременност | нови времена
1242420	1	近代	きんだい	n	early modern period (in Japan, usu. from the Meiji Restoration until the end of World War II)	нова епоха (в Япония, от реставрацията Мейджи до края на Втората световна война)
1242700	0	金額	きんがく	n	amount of money | sum	сума
1243300	0	金融機関	きんゆうきかん	n	financial institutions | banking facilities	финансови институции | банкови учреждения
1243530	0	銀座	ぎんざ	n	Ginza (district in Tokyo)	Гиндза (квартал в Токио)
1243530	1	銀座	ぎんざ	n-suf	busy shopping district | bustling location	оживен търговски квартал
1243530	2	銀座	ぎんざ	n	silver mint (Edo period)	монетен двор за сребро (период Едо)
1245020	0	具体	ぐたい	n	concreteness | embodiment	конкретност | въплъщение
1245280	0	空	から	n,adj-no	emptiness | being empty	празнота | празен
1245280	1	空	から	pref	not carrying anything | unburdened | empty-handed	с празни ръце | без багаж
1245280	2	空	から	pref	dishonoured (bill, promise, etc.) | false | no-show (reservation) | put-on (cheeriness, courage, etc.) | empty (compliments) | insincere	фалшив | неискрен | празен (за комплименти)
1245470	0	空気	くうき	n	air | atmosphere	въздух | атмосфера
1245470	1	空気	くうき	n	mood | situation	настроение | обстановка
1245470	2	空気	くうき	n	someone with no presence | someone who doesn't stand out at all	невзрачен човек | незабележима личност
1247470	0	訓練	くんれん	n,vs,vt	training | drill | practice | discipline	обучение | тренировка | дисциплина
1251200	0	経営者	けいえいしゃ	n	manager | proprietor	мениджър | собственик
1251640	0	経費	けいひ	n	expenses | expenditure | outgoings | outlays | costs	разходи | разноски
1251810	0	継続	けいぞく	n,vs,vt,vi	continuation | continuance | maintenance | persistence | going on	продължение | продължаване
1252310	0	警戒	けいかい	n,vs,vt	vigilance | caution | alertness | precaution | being on guard	бдителност | предпазливост | внимание
1253310	0	劇	げき	n	drama | play	драма | пиеса
1253310	1	劇	げき	n	powerful drug	силнодействащо лекарство
1254130	0	決して	けっして	adv	(not) ever | (not) by any means | (not) in the least | (not) in any way | (not) at all	никога | по никакъв начин
1254220	0	決意	けつい	n,vs,vt	decision | determination | resolution	решение | решителност
1254370	0	決断	けつだん	n,vs,vt	decision | determination	решение | решителност
1254900	0	結成	けっせい	n,vs,vt	formation | combination	формиране | създаване
1255060	0	血	ち	n	blood	кръв
1255060	1	血	ち	n	blood | ancestry | lineage | stock	кръв | произход | родословие
1255060	2	血	ち	n	(the) blood | feelings | passions	чувства | страсти
1257500	0	建築	けんちく	n,vs,vt	construction | architecture (of buildings)	строителство | архитектура
1257540	0	建物	たてもの	n	building	сграда
1258130	0	権限	けんげん	n	power | authority | jurisdiction	правомощие | власт | юрисдикция
1258330	0	犬	いぬ	n	dog (Canis (lupus) familiaris) | canine	куче
1258330	1	犬	いぬ	n	squealer | rat | snitch | informer | informant | spy	доносник | шпионин
1258330	2	犬	いぬ	n	loser | asshole	загубеняк | лайно
1258330	3	犬	いぬ	n-pref	counterfeit | inferior | useless | wasteful	фалшив | негоден | безполезен
1258660	0	研修	けんしゅう	n,vs,vt	training (esp. in-service) | induction course	обучение (по време на работа) | въвеждащ курс
1258870	0	県知事	けんちじ	n	prefectural governor	губернатор на префектура
1258910	0	県内	けんない	adj-no	within the prefecture	в рамките на префектурата
1258950	0	肩	かた	n	shoulder	рамо
1261400	0	原告	げんこく	n	plaintiff | accuser | prosecutor	ищец | тъжител | обвинител
1262240	0	原発	げんぱつ	n	nuclear power plant | nuclear power generation	атомна електроцентрала | атомна енергетика
1262240	1	原発	げんぱつ	adj-no,n,vs	primary (e.g. primary immunodeficiency syndrome)	първичен (напр. първичен имунен дефицит)
1262430	0	原油	げんゆ	n	crude oil	суров петрол
1263210	0	減少	げんしょう	n,vs,vt,vi,adj-no	decrease | reduction | decline	намаление | намаляване | спад
1263550	0	現金	げんきん	n	cash | ready money | money on hand | currency	пари в брой | кеш | налични пари
1263550	1	現金	げんきん	adj-na	mercenary | self-interested | calculating	користолюбив | пресметлив
1263750	0	現象	げんしょう	n	phenomenon	явление | феномен
1263780	0	現職	げんしょく	n,adj-no	present post | current office | (an) incumbent	настояща длъжност | текущ пост | действащ титуляр
1265000	0	個別	こべつ	adj-no	individual | separate | personal | case-by-case	индивидуален | отделен | личен
1269470	0	後援	こうえん	n,vs,vt,vi	support | backing	подкрепа | подпомагане
1274380	0	公的	こうてき	adj-na	public | official	обществен | официален
1274510	0	公判	こうはん	n	public hearing | trial	съдебно заседание | процес
1274750	0	公民	こうみん	n	citizen	гражданин
1274750	1	公民	こうみん	n	civics (school subject)	гражданско образование
1274850	0	公明	こうめい	n,adj-na	fairness | openness | impartiality	справедливост | безпристрастност | откритост
1274850	1	公明	こうめい	n	Komeito (Japanese political party)	Комейто
1277250	0	向上	こうじょう	n,vs,vi	elevation | rise | improvement | advancement | progress	подобрение | напредък | издигане
1277730	0	好調	こうちょう	adj-na,adj-no,n	favourable | favorable | promising | satisfactory | in good shape	благоприятен | успешен | в добра форма
1279590	0	校長	こうちょう	n	principal | head teacher | headmaster | headmistress	директор (на училище)
1279730	0	構成	こうせい	n,vs,vt	composition | construction | formation | makeup | structure | organization | organisation	състав | структура | изграждане
1279870	0	江戸	えど	n	Edo (shogunate capital | former name of Tokyo) | Yedo	Едо
1281320	0	航空機	こうくうき	n	aircraft	самолет | летателен апарат
1281910	0	行使	こうし	n,vs,vt	use | exercise (of one's right, authority, power, etc.)	упражняване (на право, власт и др.)
1282280	0	講師	こうし	n	speaker | lecturer	лектор
1282280	1	講師	こうし	n	lecturer (at a university or college) | instructor	преподавател (във висше учебно заведение)
1282280	2	講師	こうし	n	part-time teacher	хоноруван учител
1282280	3	講師	こうし	n	tutor (at a cram school)	частен учител (в подготвително училище)
1283330	0	高官	こうかん	n	high official	висш служител | сановник
1283510	0	高校生	こうこうせい	n	senior high school student	ученик в гимназия
1284030	0	高齢	こうれい	n,adj-no	advanced age | old age	напреднала възраст | старост
1284740	0	合計	ごうけい	n,vs,vt	sum total | total amount	сума | общ сбор
1285140	0	合同	ごうどう	n,vs,vt,vi	combination | union | joining | incorporation | amalgamation | merger | fusion	сливане | обединение | съединяване
1285140	1	合同	ごうどう	adj-no	combined | joint | united | shared	съвместен | общ
1285140	2	合同	ごうどう	n,adj-no	congruence	конгруентност
1286120	0	国営	こくえい	n,adj-no	government management | state management	държавно управление | държавен
1286380	0	国交	こっこう	n	diplomatic relations	дипломатически отношения
1286390	0	国債	こくさい	n	national debt | national securities | government bonds | government securities	държавен дълг | държавни ценни книжа | държавни облигации
1287110	0	国民投票	こくみんとうひょう	n	national referendum	национален референдум
1287410	0	黒	くろ	n,adj-no	black	черно
1287410	1	黒	くろ	n	black stone	черен камък (в го)
1287410	2	黒	くろ	n	guilt | guilty person	вина | виновник
1287830	0	黒人	こくじん	n	black person	чернокож
1287830	1	黒人	こくじん	n	woman in the nightlife business | demimondaine | geisha and prostitutes	жена от полусвета?
1289250	0	今春	こんしゅん	n,adv	this spring | spring this year	тази пролет
1289900	0	懇談	こんだん	n,vs,vi	friendly chat | relaxed conversation | informal meeting	непринуден разговор | приятелски разговор
1291410	0	差別	さべつ	n,vs,vt	distinction | differentiation | discrimination	разграничение | разлика
1291410	1	差別	さべつ	n,vs,vt	discrimination (against people)	дискриминация
1292080	0	債権	さいけん	n	credit | claim	вземане | право на вземане
1292110	0	債務	さいむ	n	debt | liabilities | obligation to a person or party (usu. legal or contractual)	дълг | задължение
1292400	0	再開	さいかい	n,vs,vt,vi	reopening | resumption | restarting	възобновяване | подновяване
1292590	0	再建	さいけん	n,vs,vt	rebuilding | reconstruction | rehabilitation	възстановяване | възобновяване (на строеж)
1292590	1	再建	さいけん	n,vs,vt	protoform reconstruction	реконструкция (на прародителска форма)
1293560	0	再編	さいへん	n,vs,vt	reorganization | reorganisation | reshuffle	реорганизация | преструктуриране
1293880	0	最高裁	さいこうさい	n	Supreme Court	Върховен съд
1294220	0	最低	さいてい	adj-no,adj-na,n	least | lowest | minimum	минимален | най-нисък
1294220	1	最低	さいてい	adj-no,adj-na	worst	най-лош
1294220	2	最低	さいてい	adj-no,adj-na	awful | horrible | nasty | disgusting	отвратителен | ужасен
1294220	3	最低	さいてい	adv	at the very least	най-малкото
1295100	0	災害	さいがい	n	calamity | disaster | misfortune	бедствие | катастрофа
1296670	0	材料	ざいりょう	n	materials | ingredients	материали | съставки
1296670	1	材料	ざいりょう	n	material (for a novel, experiment, etc.) | subject matter	материал (за роман, експеримент и др.)
1296670	2	材料	ざいりょう	n	grounds (for a decision, judgement, etc.) | basis | evidence | data	основание | доказателство
1296670	3	材料	ざいりょう	n	(market) factor	пазарен фактор
1296790	0	財界	ざいかい	n	financial world | business circles	финансови среди | бизнес среди
1296810	0	財源	ざいげん	n	source of funds | resources | finances	източник на финансиране | финансови средства
1297130	0	阪神	はんしん	n	Osaka-Kobe	Осака-Кобе
1297130	1	阪神	はんしん	n	Hanshin (company name: railway, dept. store, baseball team, etc.)	Ханшин
1298800	0	撮影	さつえい	n,vs,vt	photography (still or motion) | photographing | filming | shooting | (video) recording	снимане | заснемане
1299100	0	殺人	さつじん	n,vs,vt,vi	murder | homicide | manslaughter	убийство
1299740	0	三つ	みっつ	num	three	три
1299740	1	三つ	みっつ	n	three years of age	три години (възраст)
1301110	0	３０００	さんぜん	num	3000 | three thousand	три хиляди
1301110	1	３０００	さんぜん	n	many	много
1301490	0	３００	さんびゃく	num	300 | three hundred	триста
1301490	1	３００	さんびゃく	n	300 mon | trifling amount | two-bit item	нищожна сума?
1301490	2	３００	さんびゃく	n	shyster	нечестен адвокат?
1302110	0	参加者	さんかしゃ	n	participant | entrant | player | competitor	участник
1302280	0	参考	さんこう	n	reference | consultation	справка | консултация
1304480	0	残り	のこり	n,adj-no	remainder | remnant | the rest | what is left | balance | leftovers	остатък | оставащо
1304680	0	残念	ざんねん	adj-na,n	regrettable | unfortunate | disappointing | vexing	жалък | разочароващ
1306720	0	司令官	しれいかん	n	commandant | commanding officer | general	командир | командващ офицер
1309050	0	志	こころざし	n	will | resolution | intention | ambition | aim | goal	стремеж | амбиция | цел
1309050	1	志	こころざし	n	kindness | goodwill | kind offer	добра воля | любезност
1309050	2	志	こころざし	n	gift (as a token of gratitude)	подарък (в знак на благодарност)
1309560	0	思想	しそう	n	thought | idea | ideology	мисъл | идея | идеология
1309700	0	指揮	しき	n,vs,vt	command | direction | supervision	команда | ръководство
1309700	1	指揮	しき	n,vs,vt	conducting (an orchestra, choir, etc.)	дирижиране
1309910	0	指定	してい	n,vs,vt	designation | specification | assignment | appointment | pointing at	определяне | назначаване | посочване
1310000	0	指名	しめい	n,vs,vt	naming | nominating | designating	назоваване | номиниране
1310000	1	指名	しめい	n,vs,vt	calling on | asking for | requesting	повикване | поискване
1310270	0	支配	しはい	n,vs,vt	rule | domination | control	власт | господство
1310270	1	支配	しはい	n,vs,vt	direction | management | guidance	управление | ръководство
